"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name" 
"PPRTF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","PASSPORT POTASH INC ORD","N","N","Canada","Passport Potash, Inc."
"PPRUF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","KERING SA ORD","N","N","France","Kering SA"
"PPRUY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","KERING SA UNSP/ADR","N","N","France","Kering SA"
"PPRW","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","PREMIER PWR RENEWABLE ENG","N","N","USA","Premier Power Renewable Energy, Inc."
"PPSF","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PEOPLES-SIDNEY FINCL CORP","N","N","USA","Peoples-Sidney Financial Corp."
"PPTF","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PROGAMING PLATFORMS CORP","N","N","USA","Progaming Platforms Corp."
"PPTIQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROTEIN POLYMER TECH INC","N","N","USA","Protein Polymer Technologies, Inc."
"PPTKF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PALTEK CORP ORD","N","N","","Paltek Corporation"
"PPTL","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PREMIUM ENERGY CORP","N","N","Canada","Premium Energy Corp."
"PPTM","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PEOPLELINE TELECOM INC","N","N","USA","Peopleline Telecom, Inc."
"PPTO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRECISION PETROLEUM CORP","N","N","USA","Precision Petroleum Corp."
"PPWE","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROPER POWER AND ENGY INC","N","N","USA","Proper Power and Energy Inc."
"PPWLM","OTC Link","12/11/2013","OTCQB","N","Preferred Stock","","PACIFICORP(OREG) 7 PR","N","N","USA","PacifiCorp"
"PPWLO","OTC Link","12/11/2013","OTCQB","N","Preferred Stock","","PACIFICORP(OREG) 6 PR","N","N","USA","PacifiCorp"
"PPXLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PAPERLINX LTD FULLY PD","N","N","Australia","PaperlinX Limited"
"PPXXY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PAPERLINX LTD UNSPON/ADR","N","N","Australia","PaperlinX Limited"
"PPYH","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PHYSICAL PPTY HLDGS INC","N","N","China","Physical Property Holdings, Inc."
"PPZRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PACIFIC TOPAZ RES ORD NEW","N","N","","Pacific Topaz Resources Ltd."
"PQRJ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PETROQUEST RESOURCES INC","N","N","USA","PetroQuest Resources, Inc."
"PRAC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRODUCTIVITY TECHS CORP","N","N","USA","Productivity Technologies Corp."
"PRAGY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PRAKTIKER AG ADR","N","N","","Praktiker AG"
"PRAY","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PRACO CORP","N","N","USA","Praco Corporation"
"PRBAY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PARANA BANCO SA S/ADR","N","N","Brazil","Parana Banco S.A."
"PRBCF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PRECISE BIOMETRICS AB","N","N","Sweden","Precise Biometrics AB"
"PRBDF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PERSONAL GROUP HLDGS PLC","N","N","","Personal Group Holdings Plc"
"PRBEF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ROOSTER ENERGY LTD","N","N","Canada","Probe Resources Ltd."
"PRBMY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PROBIOMICS LTD S/ADR","N","N","Australia","Probiomics Ltd."
"PRBZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PREMIUM BRANDS HOLDINGS","N","N","Canada","Premium Brands Holding Corp."
"PRCF","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PROTEIN REACTOR COMBINED","N","N","USA","Protein Reactor Combined Fuels Inc"
"PRCH","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PRINCETON CHEM","N","N","","Princeton Chemical Research, Inc."
"PRCK","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PLACER CREEK MINING CO","N","N","USA","Placer Creek Mining Co."
"PRCM","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRAEBIUS COMMUNS INC","N","N","USA","Praebius Communications, Inc."
"PRCXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PHARMACYBRANDS LTD","N","N","","Pharmacybrands Ltd."
"PRCYF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PANTERRA RES CORP ORD","N","N","Canada","Panterra Resource Corp."
"PRDC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PARADIGM RESOURCE MGMT","N","N","USA","Paradigm Resource Management Corp."
"PRDL","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","PROFITABLE DEVELOPMENTS","N","N","United Kingdom","Profitable Developments, Inc."
"PRDSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRADA SPA ORD","N","N","Italy","Prada Spa"
"PRDSY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PRADA SPA UNSP/ADR","N","N","Italy","Prada Spa"
"PREA","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PURE EARTH INC","N","N","USA","Pure Earth, Inc."
"PREC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRESTIGE CARS INTL","N","N","USA","Prestige Cars International, Inc."
"PREGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRD ENERGY INC","N","N","Canada","PRD Energy, Inc."
"PREIF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRECIPITATE GOLD CORP","N","N","","Precipitate Gold Corp"
"PRELF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","LEETA GOLD CORP","N","N","Canada","Pierre Enterprises Ltd."
"PREMF","OTC Link","12/11/2013","OTC Pink No Information","N","Ordinary Shares","","PREMD INC","N","N","Canada","PreMD Inc."
"PREO","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PRECISION OPTICS INC NJ","N","N","","Precision Optics, Inc."
"PREUF","Grey Market","12/11/2013","Grey Market","N","Fund","","PROSPERITY RE INVST TR","N","N","","Prosperity Real Estate Investment Trust"
"PREV","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PREVENTCO INC","N","N","","PreventCo, Inc."
"PREX","OTC Link","12/11/2013","OTCQB","N","Other Security Type","","PROGRESS ENERGY CVO-07","N","N","USA","Progress Energy, Inc."
"PREXF","OTC Link/BB","12/11/2013","OTCQB","N","Ordinary Shares","","POWER RESOURCE EXPL INC","N","N","Canada","Power Resource Exploration Inc."
"PRFC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","EPCYLON TECHNOLOGIES INC","N","N","Canada","Epcylon Technologies, Inc."
"PRFGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PERFORM GROUP PLC","N","N","","Perform Group PLC"
"PRGAF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PARGESA HOLDING SA","N","N","Switzerland","Pargesa Holdings S.A."
"PRGE","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","PARADISE RIDGE HYDROCARBO","N","N","USA","Paradise Ridge Hydrocarbons, Inc."
"PRGLY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PUREGOLD PRICE CLUB ADR","N","N","Philippines","Puregold Price Club Inc."
"PRGT","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","PRODIGITAL FILM STUDIOS","N","N","Canada","Prodigital Film Studios, Inc."
"PRHB","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PURE H2O BIO-TECHS","N","N","USA","Pure H2O Bio-Technologies Inc."
"PRHL","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PREMIER HOLDING CORP","N","N","USA","Premier Holding Corp."
"PRIBP","Grey Market","12/11/2013","Grey Market","N","Preferred Stock","","PRIVATE BRANDS INC PR","N","N","","Private Brands, Inc."
"PRKA","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PARKS! AMERICA INC","N","N","USA","Parks! America, Inc."
"PRKV","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PARKVIDA GROUP INC","N","N","USA","ParkVida Group, Inc."
"PRKWF","Grey Market","12/11/2013","Grey Market","N","Fund","","PARKWAY LIFE REIT UTS","N","N","","Parkway Life REIT"
"PRLE","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PARAGON RE EQTY & INV TR","N","N","USA","Paragon Real Estate Equity and Investment Trust"
"PRLEP","Grey Market","12/11/2013","Grey Market","N","Preferred Stock","A","PARAGON RE EQ&INV TR A PR","N","N","USA","Paragon Real Estate Equity and Investment Trust"
"PRLO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROLOGIC MGMT SYSTEMS INC","N","N","USA","Prologic Management Systems, Inc."
"PRLRF","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","PERENNIAL CHINA RET TR","N","N","","Perennial China Retail Trust"
"PRLRY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PERENNIAL CHINA UNS/ADR","N","N","","Perennial China Retail Trust"
"PRMDA","Grey Market","12/11/2013","Grey Market","N","Common Stock","A","PRECISION MEDICAL DVCS A","N","N","USA","Precision Medical Devices, Inc."
"PRMK","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROCENCEPT MKTNG GRP NEW","N","N","USA","ProConcept Marketing Group, Inc."
"PRMLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROMESA LTD ORD","N","N","","Promesa Ltd"
"PRMN","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PROMETHEAN CORP","N","N","USA","Promethean Corp."
"PRMO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROM RESOURCES INC","N","N","USA","Prom Resources, Inc."
"PRMRF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PARAMOUNT RES LTD A","N","N","Canada","Paramount Resources Ltd."
"PRNAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRANA BIOTECHNOLOGY LTD","N","N","Australia","Prana Biotechnology Ltd."
"PRNI","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRINTRON INC","N","N","USA","Printron, Inc."
"PRNUF","Grey Market","12/11/2013","Grey Market","N","Units","","PRANDA JEWLRY PLC N/VTG","N","N","Thailand","Pranda Jewelry Public Co., Ltd."
"PROBF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PROBE MINES LTD ORD NEW","N","N","Canada","Probe Mines Ltd."
"PROD","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","INCORPORATED PRODUCTIONS","N","N","USA","Incorporated Productions"
"PROF","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PATRIOT MINEFINDERS INC","N","N","Canada","Patriot Minefinders Inc."
"PROH","Grey Market","12/11/2013","Grey Market","N","Common Stock","","PROONE HOLDINGS INC","N","N","USA","ProOne Holdings, Inc."
"PROI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PROTERION CORP","N","N","","Proterion Corporation"
"PROP","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PROPELL TECHS GROUP INC","N","N","USA","Propell Technologies Group, Inc."
"PROT","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROTEONOMIX INC","N","N","USA","Proteonomix, Inc."
"PROW","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","PROGRESS WATCH CORP","N","N","Germany","Progress Watch Corp."
"PROXQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROXIM CORP A","N","N","USA","Proxim Corp."
"PRPCF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","PROPHECY COAL CORP","N","N","Canada","Prophecy Coal Corp."
"PRPJF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROSEP INC ORDINARY","N","N","Canada","ProSep Inc."
"PRPM","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","PROTEK CAPITAL INC","N","N","USA","ProTek Capital, Inc."
"PRRCY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PALACE RES LTD S/ADR","N","N","Australia","Palace Resources Ltd"
"PRRFY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PREMIER FOODS UNSP/ADR","N","N","United Kingdom","Premier Foods Plc."
"PRRR","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","A","PIONEER RAILCORP A","N","N","USA","Pioneer Railcorp"
"PRRUF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRIMA BIOMED LTD ORD","N","N","","Prima Biomed Ltd."
"PRRY","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PLANET RES RECOVERY INC","N","N","USA","Planet Resource Recovery, Inc."
"PRRZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PROSPECTOR RESOURCES CORP","N","N","Canada","Prospector Resources Corp."
"PRSAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PA RESOURCES ORD","N","N","","PA Resources AB"
"PRSEF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PROSAFE SE (CYPRUS)","N","N","Cyprus","Prosafe SE (Cyprus)"
"PRSEY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PROSAFE SE UNSP/ADR","N","N","Cyprus","Prosafe SE (Cyprus)"
"PRSG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PRIMUS GUARANTY LTD","N","N","Bermuda","Primus Guaranty, Ltd."
"PRSHF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRISM RESOURCES INC","N","N","Canada","Prism Resources Inc."
"PRSI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PORTSMOUTH SQUARE INC","N","N","USA","Portsmouth Square, Inc."
"PRSXY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","PRESS CORP LTD ORD 144A","N","N","","Press Corp. Ltd."
"PRSZF","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","PRESS CORP LTD S/GDR","N","N","","Press Corp. Ltd."
"PRTDF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","PETRO MATAD LTD ORD","N","N","Isle of Man","Petro Matad Ltd"
"PRTFU","Grey Market","12/11/2013","Grey Market","N","Units","","PATRIOT RENEWABLE FL","N","N","","Patriot Renewable Fuels LLC"
"PRTGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","GRAFENIA PLC","N","N","United Kingdom","Grafenia PLC"
"PRTKQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROFILE TECHS INC","N","N","USA","Profile Technologies, Inc."
"PRTT","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PROTECT PHARMA CORP","N","N","USA","Protect Pharmaceutical Corp"
"PRTX","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PROTALEX INC","N","N","USA","Protalex, Inc."
"PRVAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETRONOVA INC","N","N","Colombia","Petronova, Inc."
"PRVSF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","PROVIDENCE RESOURCES CORP","N","N","Canada","Providence Resources Corp."
"PRVT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PRIVATE MEDIA GROUP INC","N","N","Spain","Private Media Group, Inc."
"PRVU","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PREVU INC","N","N","USA","PreVu, Inc."
"PRVW","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PEER REVIEW MEDIATN&ARB","N","N","USA","Peer Review Mediation & Arbitration Inc."
"PRXG","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PERNIX GROUP INC","N","N","USA","Pernix Group, Inc."
"PRXM","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROXIM WIRELESS CORP","N","N","USA","Proxim Wireless Corp."
"PRYMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRYSMIAN S.P.A. ORD","N","N","Italy","Prysmian S.P.A."
"PRYMY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","PRYSMIAN S.P.A. UNSP/ADR","N","N","Italy","Prysmian S.P.A."
"PRYNF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","ORAMERICAS CORP","N","N","Canada","Oramericas Corp"
"PRZCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","GREAT ATLANTIC RES CORP","N","N","Canada","Great Atlantic Resources Corp."
"PRZFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRIZE MINING CORP","N","N","Canada","Prize Mining Corp."
"PSAHF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PT SUMMARECON AGUNG ORD","N","N","","Pt Summarecon Agung"
"PSAKF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PLANT CO LTD ORD","N","N","","Plant Co., Ltd."
"PSANF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PUSAN CITY GAS  CO ORD","N","N","","Pusan City Gas Co., Ltd."
"PSBC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PACIFIC STATE BANCORP","N","N","USA","Pacific State Bancorp"
"PSBG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PSB GROUP INC","N","N","USA","PSB Group, Inc."
"PSBK","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PREMIER SVCS BK RIVERSIDE","N","N","USA","Premier Service Bank (Riverside, CA)"
"PSBP","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PROVIDENT ST BK PRESTN MD","N","N","USA","Provident State Bank of Preston, MD"
"PSBQ","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","PSB HOLDINGS INC (WI)","N","N","USA","PSB Holdings Inc."
"PSBR","OTC Link","12/11/2013","OTCQB","N","Common Stock","","PASCACK BANCORP INC","N","N","USA","Pascack Bancorp, Inc."
"PSCO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","PROTOSOURCE CORP","N","N","USA","Protosource Corp."
"PSCSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PETROSTAR PETROLEUM","N","N","Canada","Petrostar Petroleum Corp."
"PSDI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","PRESIDION CORP","N","N","USA","Presidion Corp."
"PSDLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","PRISM MEDICAL LTD","N","N","Canada","Prism Medical Ltd."
"PSDMF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","GAMING REALMS PLC","N","N","United Kingdom","Gaming Realms PLC"
"PSDNF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","POSEIDON NICKEL LTD ORD","N","N","Australia","Poseidon Nickel Ltd."
